['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

Stacking (accuracy): [1.0, 0.92664, 0.94024, 0.9286, 0.90632, 0.91496, 0.90556, 0.87588, 0.86604, 0.92476, 0.91012]

LightGBM (accuracy): [0.96702, 0.92112, 0.92936, 0.92768, 0.91076, 0.93432, 0.919, 0.905, 0.85628, 0.92248, 0.9058]

Stacking (auc): [1.0, 0.9258550038397145, 0.9406596823776574, 0.9271949727250485, 0.9083914933864766, 0.916189691180125, 0.9031506961286894, 0.8868469757328603, 0.8800106673334581, 0.9248417929371113, 0.9102048981495867]

LightGBM (auc): [0.9669590081264394, 0.9207604891373111, 0.9293935123742288, 0.9265138933177779, 0.9124045062849163, 0.9349738518459151, 0.9174378154711308, 0.9109270368348739, 0.8709736143817572, 0.9225200359878967, 0.9058415682254368]

Stacking (precision): [1.0, 0.9475375662294797, 0.9549908388433044, 0.9673155273879583, 0.9592241379310344, 0.9715501196490295, 0.9562092121441408, 0.9583892617449664, 0.9547026035419459, 0.9417315014070519, 0.9348432350207048]

LightGBM (precision): [0.9724613364458711, 0.9277240218763146, 0.934465830281306, 0.9583481666073336, 0.9533395098121789, 0.964819921450656, 0.949806253942507, 0.9575762070755767, 0.9501601993592026, 0.9309197175095381, 0.9177126917712691]

Stacking (recall): [1.0, 0.8986736963506055, 0.9280792753735387, 0.882391807069706, 0.8561865189289012, 0.8586198793765176, 0.8419387075283145, 0.8249286393910561, 0.8332922773740609, 0.906252489048188, 0.882277875259212]

LightGBM (recall): [0.9675557974959172, 0.9083120520635967, 0.9283889448014245, 0.8893293690122234, 0.8709602954755309, 0.9043628103704864, 0.8777481678880746, 0.877463640070681, 0.8218376647370366, 0.91342094782955, 0.8921678098580316]

