Size: 1000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

Nearest Neighbors (accuracy): [0.738, 0.69, 0.639, 0.618, 0.546, 0.52, 0.57, 0.505, 0.418, 0.486, 0.544]

Decision Tree (accuracy): [0.826, 0.771, 0.593, 0.717, 0.729, 0.73, 0.713, 0.715, 0.724, 0.71, 0.677]

Random Forest (accuracy): [0.8780000000000001, 0.852, 0.887, 0.839, 0.82, 0.788, 0.816, 0.778, 0.817, 0.831, 0.823]

AdaBoost (RF) (accuracy): [0.8859999999999999, 0.865, 0.892, 0.862, 0.826, 0.791, 0.841, 0.833, 0.82, 0.849, 0.837]

LightGBM (accuracy): [0.8989999999999998, 0.887, 0.895, 0.899, 0.867, 0.818, 0.866, 0.835, 0.778, 0.831, 0.842]

Nearest Neighbors (auc): [0.826117653564394, 0.6903626851751785, 0.6461657231085949, 0.6173778780460487, 0.5620141939844542, 0.5369440127851461, 0.5707611321781149, 0.5331658823337838, 0.47485553109521195, 0.48849434318541873, 0.5478855149068298]

Decision Tree (auc): [0.7917853144687425, 0.7705588978149228, 0.6049922799794133, 0.7168634698155171, 0.7319356603743221, 0.7335638193214719, 0.7132154114465831, 0.7240518799563596, 0.7402139515685194, 0.7106303307676306, 0.6784618216302082]

Random Forest (auc): [0.9502748788123178, 0.8507551104546673, 0.8873520329387545, 0.8386094177506841, 0.8267513155988993, 0.7967667714695289, 0.8163890622249956, 0.7907215319730994, 0.8308165932856357, 0.8311316829623465, 0.8234648025960412]

AdaBoost (RF) (auc): [0.9563074698194949, 0.8639980626903787, 0.8927399639732374, 0.8616537864605833, 0.8330919390398944, 0.8002140227032715, 0.8413294612713803, 0.8428009639966781, 0.8320548981838194, 0.8491342753356483, 0.8375053517339617]

LightGBM (auc): [0.9674355722918623, 0.8863251558053243, 0.8942357179619146, 0.8987783804540873, 0.871501794364248, 0.8238950525821256, 0.8662138594217509, 0.8421496148898406, 0.7755572372041827, 0.8310116656798578, 0.842020814743977]

Nearest Neighbors (precision): [0.7700903393550935, 0.6738703339882122, 0.7128953771289538, 0.6686046511627907, 0.6428571428571429, 0.611353711790393, 0.6161290322580645, 0.6219931271477663, 0.5899280575539568, 0.4863013698630137, 0.5929824561403508]

Decision Tree (precision): [0.8466635952165207, 0.7710084033613446, 0.6891495601173021, 0.7311827956989247, 0.778705636743215, 0.7855579868708972, 0.7404921700223713, 0.8047722342733189, 0.8545816733067729, 0.74, 0.7203791469194313]

Random Forest (precision): [0.9044841523397729, 0.8826185101580135, 0.904397705544933, 0.9201995012468828, 0.9105504587155964, 0.9230769230769231, 0.8935643564356436, 0.8891402714932126, 0.9196261682242991, 0.8417849898580122, 0.8458333333333333]

AdaBoost (RF) (precision): [0.9081166592106641, 0.8893805309734514, 0.9131274131274131, 0.9368932038834952, 0.9212962962962963, 0.9351351351351351, 0.9093078758949881, 0.9235668789808917, 0.9169741697416974, 0.8600405679513184, 0.8619246861924686]

LightGBM (precision): [0.9152833988689018, 0.9030172413793104, 0.8998144712430427, 0.9480812641083521, 0.9317697228144989, 0.9105882352941177, 0.9107142857142857, 0.9083503054989817, 0.852233676975945, 0.8349900596421471, 0.8475247524752475]

Nearest Neighbors (recall): [0.7623498735777496, 0.704312114989733, 0.5466417910447762, 0.46184738955823296, 0.3513011152416357, 0.263653483992467, 0.3804780876494024, 0.3197879858657244, 0.25949367088607594, 0.28063241106719367, 0.3320235756385069]

Decision Tree (recall): [0.8451722503160557, 0.7535934291581109, 0.43843283582089554, 0.6827309236947792, 0.6933085501858736, 0.6760828625235404, 0.6593625498007968, 0.6554770318021201, 0.6787974683544303, 0.658102766798419, 0.5972495088408645]

Random Forest (recall): [0.8762879266750948, 0.8028747433264887, 0.8824626865671642, 0.7409638554216867, 0.7379182156133829, 0.655367231638418, 0.7191235059760956, 0.6943462897526502, 0.7784810126582279, 0.8201581027667985, 0.7976424361493124]

AdaBoost (RF) (recall): [0.8878476611883691, 0.8254620123203286, 0.8824626865671642, 0.7751004016064257, 0.7397769516728625, 0.6516007532956686, 0.7589641434262948, 0.7685512367491166, 0.7863924050632911, 0.8379446640316206, 0.8094302554027505]

LightGBM (recall): [0.9047645385587864, 0.8603696098562629, 0.9048507462686567, 0.8433734939759037, 0.8122676579925651, 0.7288135593220338, 0.8127490039840638, 0.7879858657243817, 0.7848101265822784, 0.8300395256916996, 0.8408644400785854]

