['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.93645, 0.9051, 0.9281, 0.9123, 0.8932, 0.9075, 0.8975, 0.8674, 0.8624, 0.9146, 0.8965]

LightGBM (accuracy): [0.9423, 0.9117, 0.925, 0.9236, 0.9083, 0.9305, 0.9124, 0.8886, 0.8664, 0.92, 0.9066]

AdaBoost (RF) (auc): [0.9858115749991662, 0.9040203790548398, 0.9287161368965945, 0.9116762806726475, 0.8961515232812958, 0.9093006794948955, 0.8958774131312768, 0.8785300258321553, 0.8760361048014214, 0.9147998299617415, 0.8968446844684468]

LightGBM (auc): [0.9865299967353653, 0.9111027807996119, 0.9250770327960369, 0.9231490798205726, 0.9099568619118208, 0.931478417622878, 0.9112688177207793, 0.8957868079392336, 0.8789962415217834, 0.9201170263309243, 0.9067686768676867]

AdaBoost (RF) (precision): [0.9523934113869252, 0.9324324324324325, 0.946010321556173, 0.9624744143734364, 0.9585629270443023, 0.9593513513513513, 0.9499180903346595, 0.9505955867994532, 0.9514700673042862, 0.928180158247109, 0.9275825346112886]

LightGBM (precision): [0.9521383198200712, 0.924508126603935, 0.9322099554522565, 0.9593406593406594, 0.9467467882304186, 0.9599507085643869, 0.9479587258860476, 0.9500279694201007, 0.951493848857645, 0.9287863590772317, 0.9224137931034483]

AdaBoost (RF) (recall): [0.9313689936536719, 0.8672985781990521, 0.9142528294647996, 0.8559870550161812, 0.8317077835150124, 0.8575570158484731, 0.8334702258726899, 0.8193906749705436, 0.8297806611059623, 0.9014778325123153, 0.8623762376237624]

LightGBM (recall): [0.9427923844061651, 0.8907892025551205, 0.9232687511989257, 0.8828883495145631, 0.8737808376362594, 0.9033629686896019, 0.8677618069815195, 0.8575997306850699, 0.8362681495211616, 0.9123152709359605, 0.8899009900990099]

