['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']
Random Forest (accuracy): [0.9503, 0.88472, 0.91288, 0.87076, 0.84736, 0.86684, 0.86012, 0.8154, 0.8518, 0.88824, 0.85628]
QDA (accuracy): [0.67218, 0.60864, 0.62916, 0.62416, 0.62264, 0.60212, 0.58432, 0.69612, 0.60248, 0.54628, 0.5488]
LightGBM (accuracy): [0.96702, 0.92112, 0.92936, 0.92768, 0.91076, 0.93432, 0.919, 0.905, 0.85628, 0.92248, 0.9058]
Random Forest (auc): [0.9498972811177094, 0.8837265864478239, 0.9133413376759496, 0.8680022188349122, 0.8508678086067342, 0.8686281288363302, 0.8569621483871179, 0.8297768436023198, 0.8584083120015247, 0.8882751490068848, 0.8564076905773134]
QDA (auc): [0.6349621460212486, 0.6180435907762788, 0.6189133742575121, 0.6334734724330748, 0.6104400769662395, 0.5951043385164063, 0.5972516423779877, 0.6478416420455178, 0.5214045164010498, 0.5450907609571322, 0.5479981267794884]
LightGBM (auc): [0.9669590081264394, 0.9207604891373111, 0.9293935123742288, 0.9265138933177779, 0.9124045062849163, 0.9349738518459151, 0.9174378154711308, 0.9109270368348739, 0.8709736143817572, 0.9225200359878967, 0.9058415682254368]
Random Forest (recall): [0.9538377789874796, 0.849328610264437, 0.89951227065108, 0.7800627684175752, 0.7624653739612188, 0.7849142320043863, 0.7767321785476349, 0.748606769063477, 0.8363098903805888, 0.8802867383512545, 0.8144042111979582]
QDA (recall): [0.999129014697877, 0.9436526896778977, 0.9260664240922815, 0.9304592005285761, 0.9178978147122191, 0.9235529098456959, 0.9257994670219853, 0.9204159304064157, 0.7925237098164799, 0.8153723616089208, 0.8117722124740788]
LightGBM (recall): [0.9675557974959172, 0.9083120520635967, 0.9283889448014245, 0.8893293690122234, 0.8709602954755309, 0.9043628103704864, 0.8777481678880746, 0.877463640070681, 0.8218376647370366, 0.91342094782955, 0.8921678098580316]
Random Forest (precision): [0.9558844922897876, 0.9073308105253894, 0.9295943675494039, 0.9432737441326275, 0.9314720812182741, 0.9450207468879668, 0.9195504288671991, 0.9232252116335596, 0.9284200451220346, 0.8954063031677875, 0.8896924283349308]
QDA (precision): [0.6271584126839491, 0.557285332036001, 0.5899003846533188, 0.5684157416750757, 0.5877512810405991, 0.5679125325113188, 0.5391890581045689, 0.6782012118784115, 0.6620537092293446, 0.5314609074862423, 0.5329353859042831]
LightGBM (precision): [0.9724613364458711, 0.9277240218763146, 0.934465830281306, 0.9583481666073336, 0.9533395098121789, 0.964819921450656, 0.949806253942507, 0.9575762070755767, 0.9501601993592026, 0.9309197175095381, 0.9177126917712691]
