['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']
Random Forest (accuracy): [0.95138, 0.88664, 0.91192, 0.87316, 0.84784, 0.86808, 0.85284, 0.812, 0.83856, 0.8824, 0.85724]
Neural Net (accuracy): [0.66764, 0.65444, 0.5622, 0.57356, 0.57324, 0.5362, 0.58676, 0.5288, 0.55852, 0.63596, 0.58764]
QDA (accuracy): [0.67218, 0.60864, 0.62916, 0.62416, 0.62264, 0.60212, 0.58432, 0.69612, 0.60248, 0.54628, 0.5488]
LightGBM (accuracy): [0.96702, 0.92112, 0.92936, 0.92768, 0.91076, 0.93432, 0.919, 0.905, 0.85628, 0.92248, 0.9058]
Random Forest (auc): [0.9511621888768685, 0.8855418220530674, 0.9123962987519595, 0.87040709270716, 0.8513326685297986, 0.8698627113140919, 0.8493523303840133, 0.8271517513349547, 0.8479797164631032, 0.882451228255779, 0.8573689154605691]
Neural Net (auc): [0.6921617588250462, 0.6462260372697795, 0.574145331568391, 0.5626292855458184, 0.5871429924507569, 0.5440976875523067, 0.5728528323071975, 0.589914486200312, 0.6440176397430383, 0.6372094403747657, 0.5886278462631039]
QDA (auc): [0.6349621460212486, 0.6180435907762788, 0.6189133742575121, 0.6334734724330748, 0.6104400769662395, 0.5951043385164063, 0.5972516423779877, 0.6478416420455178, 0.5214045164010498, 0.5450907609571322, 0.5479981267794884]
LightGBM (auc): [0.9669590081264394, 0.9207604891373111, 0.9293935123742288, 0.9265138933177779, 0.9124045062849163, 0.9349738518459151, 0.9174378154711308, 0.9109270368348739, 0.8709736143817572, 0.9225200359878967, 0.9058415682254368]
Random Forest (recall): [0.9532934131736527, 0.84751626987396, 0.8981187582255942, 0.7826230591344565, 0.7633117882425362, 0.786402443800423, 0.7607428381079281, 0.7416066331385075, 0.8164798620519769, 0.8708084428514536, 0.814962513957569]
Neural Net (recall): [0.4522228270731265, 0.36180904522613067, 0.2160718433072695, 0.21407333994053518, 0.23676515851031085, 0.1743557609461894, 0.2195203197868088, 0.2448688324045127, 0.3581106047542801, 0.3532457188371167, 0.2636784176104642]
QDA (recall): [0.999129014697877, 0.9436526896778977, 0.9260664240922815, 0.9304592005285761, 0.9178978147122191, 0.9235529098456959, 0.9257994670219853, 0.9204159304064157, 0.7925237098164799, 0.8153723616089208, 0.8117722124740788]
LightGBM (recall): [0.9675557974959172, 0.9083120520635967, 0.9283889448014245, 0.8893293690122234, 0.8709602954755309, 0.9043628103704864, 0.8777481678880746, 0.877463640070681, 0.8218376647370366, 0.91342094782955, 0.8921678098580316]
Random Forest (precision): [0.9582664526484751, 0.9127850235116671, 0.9290462080563786, 0.9461807289066401, 0.9316303531179564, 0.9461879181980963, 0.918921637662207, 0.9239627434377646, 0.9262260723766942, 0.8924169455554649, 0.8910787477108224]
Neural Net (precision): [0.8910260993922059, 0.8311884935654807, 0.7731301939058172, 0.6936044955846936, 0.8040240397177946, 0.6786585365853659, 0.733240611961057, 0.8433988764044944, 0.9044952558718308, 0.8188700147710487, 0.7542778918548939]
QDA (precision): [0.6271584126839491, 0.557285332036001, 0.5899003846533188, 0.5684157416750757, 0.5877512810405991, 0.5679125325113188, 0.5391890581045689, 0.6782012118784115, 0.6620537092293446, 0.5314609074862423, 0.5329353859042831]
LightGBM (precision): [0.9724613364458711, 0.9277240218763146, 0.934465830281306, 0.9583481666073336, 0.9533395098121789, 0.964819921450656, 0.949806253942507, 0.9575762070755767, 0.9501601993592026, 0.9309197175095381, 0.9177126917712691]
